participantId,category,amount
45,Shelter,9243.496497759268
45,Wage,214004.85849649154
46,Education,608.0860728582386
46,Food,4061.326807154205
46,Recreation,7728.4312195025805
46,Shelter,9243.496497759268
46,Wage,85533.77147023976
47,Education,204.99912029105582
47,Food,6101.845613356869
47,Recreation,3661.059456169431
47,Shelter,10644.074733481
47,Wage,79360.39165229234
48,Education,204.99912029105582
48,Food,6510.821416476476
48,Recreation,5943.435913198823
48,Shelter,10644.074733481
48,Wage,77244.51595729646
49,Education,608.0860728582386
49,Food,4319.921312667953
49,Recreation,4232.509665370152
49,Shelter,9273.803043653563
49,Wage,212131.73184767662
50,Education,204.99912029105582
50,Food,4431.885536711559
50,Recreation,8073.045713420522
50,Shelter,10644.074733481
50,Wage,76269.51356565136
51,Education,204.99912029105582
51,Food,6264.048722374679
51,Recreation,4442.249126802115
51,Shelter,10690.454144084404
51,Wage,196450.93198425512
52,Education,204.99912029105582
52,Food,6428.737230196439
52,Recreation,8120.188125520636
52,Shelter,14400.806992356647
52,Wage,40515.42046714251
53,Education,608.0860728582386
53,Food,3814.376673162636
53,Recreation,5337.321606452499
53,Shelter,9283.273839245527
53,Wage,64622.77502751327
54,Education,204.99912029105582
54,Food,4011.3271368345136
54,Recreation,7360.029296523553
54,Shelter,24901.69899343949
54,Wage,123820.82061581392
55,Education,204.99912029105582
55,Food,6798.46407592449
55,Recreation,7027.608997086939
55,Shelter,10703.76240789812
55,Wage,30957.240435850934
56,Education,204.99912029105582
56,Food,6325.245958040039
56,Recreation,5574.651794789924
56,Shelter,17089.095660031995
56,Wage,53049.277977504666
57,Education,204.99912029105582
57,Food,3856.186107419445
57,Recreation,5681.7764678790945
57,Shelter,10899.161491799718
57,Wage,168620.2193295898
58,Education,204.99912029105582
58,Food,4138.473790848798
58,Recreation,4854.1013930062245
58,Shelter,9284.04750987135
58,Wage,208993.29746384057
59,Education,608.0860728582386
59,Food,4041.2674154262586
59,Recreation,5561.617478583382
59,Shelter,9334.416135442147
59,Wage,169946.016482374
60,Education,204.99912029105582
60,Food,5865.4525036581435
60,Recreation,6960.4686434717205
60,Shelter,10991.920313006525
60,Wage,74342.07413355904
61,Education,204.99912029105582
61,Food,6410.7387639314165
61,Recreation,4418.770558376381
61,Shelter,11148.879189164714
61,Wage,74830.64695846575
62,Education,204.99912029105582
62,Food,4296.4228471846445
62,Recreation,4774.253015372061
62,Shelter,11148.879189164714
62,Wage,114362.45860699369
63,Education,204.99912029105582
63,Food,6323.272557465657
63,Recreation,5547.443657652963
63,Shelter,11177.437955420135
63,Wage,73902.35725947487
64,Education,204.99912029105582
64,Food,6604.581066761732
64,Recreation,5541.194741675047
64,Shelter,11177.437955420135
64,Wage,70725.57180575699
65,Education,204.99912029105582
65,Food,3821.2064311879453
65,Recreation,6305.860693788922
65,Shelter,11177.437955420135
65,Wage,69813.41786220523
66,Education,204.99912029105582
66,Food,5443.49676616307
66,Recreation,11509.359274715298
66,Shelter,18786.684233795404
66,Wage,98061.42628629484
67,Education,204.99912029105582
67,Food,5936.566342293276
67,Recreation,2731.386606976634
67,Shelter,11178.141339267508
67,Wage,69665.73424783921
68,Education,204.99912029105582
68,Food,6054.807612964083
68,Recreation,3960.373368857214
68,Shelter,11223.817366023537
68,Wage,67691.25246798225
69,Education,204.99912029105582
69,Food,7207.431318126041
69,Recreation,5869.96116042658
69,Shelter,17206.761333862538
69,Wage,64957.58757176052
70,Education,204.99912029105582
70,Food,4611.0318888619895
70,Recreation,6885.22862418786
70,Shelter,13542.787896193688
70,Wage,39949.14900193959
71,Education,204.99912029105582
71,Food,6708.459261142356
71,Recreation,6594.554225324321
71,Shelter,13542.787896193688
71,Wage,39986.061336470644
72,Education,608.0860728582386
72,Food,4313.064202494746
72,Recreation,6687.379484060058
72,Shelter,9395.029227230732
72,Wage,159976.77640963485
73,Education,204.99912029105582
73,Food,6312.130679259518
73,Recreation,5111.11894181513
73,Shelter,11236.665639473098
73,Wage,106800.56729283009
74,Education,608.0860728582386
74,Food,6676.828491673015
74,Recreation,7767.607675967305
74,Shelter,9637.481594385074
74,Wage,28117.896427507618
75,Food,4883.618067108561
75,Recreation,8892.65011924421
75,Shelter,14631.075051397262
75,Wage,43557.676837715895
76,Food,4495.2714321570065
76,Recreation,4415.762438786796
76,Shelter,11236.665639473098
76,Wage,67084.90336922728
77,Food,4366.676922897938
77,Recreation,6756.851792234147
77,Shelter,11324.45208978148
77,Wage,66753.21886695201
78,Food,5156.311656832981
78,Recreation,5607.453156915131
78,Shelter,9407.834810002967
78,Wage,197047.8910860025
79,Food,4025.607010391701
79,Recreation,1902.0438841993976
79,Shelter,9407.834810002967
79,Wage,86442.5816932032
80,Food,5908.907904653666
80,Recreation,2657.4993982443184
80,Shelter,11353.714239884275
80,Wage,66117.56930993198
81,Food,5809.408301171298
81,Recreation,6686.993996407756
81,Shelter,17937.698013013036
81,Wage,84631.1489445773
82,Food,8350.330311835009
82,Recreation,6922.628059020127
82,Shelter,17067.623102052326
82,Wage,92695.64493593211
83,Food,4423.593441758877
83,Recreation,484.60569727902106
83,Shelter,9425.335773125025
83,Wage,84603.44531493446
84,Food,6441.148396488676
84,Recreation,5012.106546660232
84,Shelter,11441.500690192659
84,Wage,64813.4375829076
85,Food,5780.714427739225
85,Recreation,8043.269584850704
85,Shelter,11441.500690192659
85,Wage,64111.67663385436
86,Food,6209.825241561759
86,Recreation,3108.1520544623772
86,Shelter,11455.714419040554
86,Wage,63081.42514195539
87,Food,6301.694561258542
87,Recreation,8446.72639581233
87,Shelter,10061.773236905172
87,Wage,33349.296465521336
88,Food,7262.838307934608
88,Recreation,6774.453724259277
88,Shelter,9637.481594385074
88,Wage,28527.778493359885
89,Food,4315.766115186436
89,Recreation,5039.500831087585
89,Shelter,9449.097243380174
89,Wage,83266.93603383917
90,Food,3740.5958098643378
90,Recreation,4136.590053544277
90,Shelter,9449.097243380174
90,Wage,81819.98799793371
91,Food,6355.966839771332
91,Recreation,6785.851181435016
91,Shelter,9728.401232067952
91,Wage,28159.73470980566
92,Food,4044.5668798236566
92,Recreation,5562.472295975458
92,Shelter,11529.287140501041
92,Wage,61822.960454147564
93,Food,5832.389089773015
93,Recreation,4853.24079247302
93,Shelter,11529.287140501041
93,Wage,59434.6068388821
94,Food,5915.105110992615
94,Recreation,3434.629516876514
94,Shelter,11529.287140501041
94,Wage,105627.69331218112
95,Food,4372.802985078529
95,Recreation,6372.345388735762
95,Shelter,11587.811440706631
95,Wage,56509.85962713126
96,Food,5896.408543110754
96,Recreation,5323.598032901878
96,Shelter,11587.811440706631
96,Wage,59354.64310005072
97,Food,7395.414378930767
97,Recreation,7289.440415357578
97,Shelter,16232.793711191072
97,Wage,84740.21332628278
98,Food,6457.843243069562
98,Recreation,3209.38582647891
98,Shelter,11587.811440706631
98,Wage,58709.02434158835
99,Food,6339.4046025496
99,Recreation,4248.498698412214
99,Shelter,11618.042356152464
99,Wage,98597.13385897638
100,Food,4555.357790899768
100,Recreation,5952.754711519105
100,Shelter,9557.926911412555
100,Wage,57407.85008346399
101,Food,4019.2917087941023
101,Shelter,9612.85752584596
101,Wage,81011.44895163437
102,Food,4311.334225458469
102,Recreation,7976.6593320716465
102,Shelter,9637.481594385074
102,Wage,158275.06407558863
103,Food,4163.16528975069
103,Recreation,4066.9205466242315
103,Shelter,9637.481594385074
103,Wage,151652.06355957652
104,Food,4396.713164169258
104,Recreation,8088.224290051045
104,Shelter,10061.773236905172
104,Wage,33285.84728165898
105,Food,8136.47436378272
105,Recreation,5913.045639838704
105,Shelter,13431.326897182684
105,Wage,44931.70478529745
106,Food,4428.179602958775
106,Recreation,8199.429016515878
106,Shelter,14370.284685163575
106,Wage,79522.99031916076
107,Food,6078.667202016939
107,Recreation,2747.325772370439
107,Shelter,11618.042356152464
107,Wage,57971.05797337594
108,Food,4353.3436926102595
108,Recreation,3111.3680565097684
108,Shelter,9637.481594385074
108,Wage,80559.65226757278
109,Food,4236.621027233228
109,Recreation,10532.193569794066
109,Shelter,9655.409410266204
109,Wage,80681.91286442245
110,Food,4341.0194419338495
110,Recreation,7508.7988550621385
110,Shelter,9655.409410266204
110,Wage,79182.93879082536
111,Food,4342.319206155192
111,Recreation,8857.6269341791
111,Shelter,9728.401232067952
111,Wage,27871.915108446436
112,Food,6458.926488569977
112,Recreation,4035.7273976506817
112,Shelter,11851.170791631783
112,Wage,157638.3417384227
113,Food,5856.883503564114
113,Recreation,6488.836740313963
113,Shelter,17669.219521716506
113,Wage,89354.54451094997
114,Food,5857.5669167526385
114,Recreation,2378.662649790114
114,Shelter,11880.432941734576
114,Wage,138705.08815834808
115,Food,4435.066978486933
115,Recreation,6622.149916408037
115,Shelter,11880.432941734576
115,Wage,58043.30254490063
116,Food,4384.0867258480375
116,Recreation,5011.7140659979095
116,Shelter,9655.409410266204
116,Wage,191296.37765033843
117,Food,5917.783090461335
117,Recreation,7849.278680204334
117,RentAdjustment,3436.519226336588
117,Shelter,19836.54635490158
117,Wage,85733.72985671367
118,Food,4350.256882392307
118,Recreation,6677.358784981449
118,Shelter,9655.409410266204
118,Wage,149681.65548341474
119,Food,6173.061838800009
119,Recreation,6443.899106990882
119,Shelter,11909.69509183737
119,Wage,135600.24697483916
120,Food,4927.610463226712
120,Recreation,8890.342818032588
120,Shelter,13613.186253645057
120,Wage,47257.97592129583
121,Food,6627.114967795936
121,Recreation,4615.775367472762
121,Shelter,11989.077640979687
121,Wage,57485.65675445767
122,Food,4340.697323888797
122,Recreation,5422.402400724764
122,Shelter,9685.090649323089
122,Wage,79072.40431422819
123,Food,4005.2996639223447
123,Recreation,4939.956713801818
123,Shelter,9727.864359474168
123,Wage,78147.7469666308
124,Food,4465.595796036583
124,Recreation,3956.923805330815
124,Shelter,9727.864359474168
124,Wage,188192.830686382
125,Food,4053.792489983472
125,Recreation,8918.079301519567
125,Shelter,9728.401232067952
125,Wage,169462.3693324185
126,Food,5964.281640315832
126,Recreation,7574.367657348842
126,Shelter,10122.386328693758
126,Wage,30712.51677519078
127,Food,55.75430065343735
127,Wage,2763.9303496242574
128,Food,6502.9930334202845
128,Recreation,6017.01690254481
128,Shelter,14400.806992356647
128,Wage,66972.3256706307
129,Food,5649.571021005913
129,Recreation,9187.418676181422
129,Shelter,11989.077640979687
129,Wage,55705.91893483517
130,Food,6406.386850771836
130,Recreation,6201.653298851438
130,Shelter,11989.077640979687
130,Wage,55492.95682335862
131,Food,4377.70732679735
131,Recreation,9397.633374099616
131,Shelter,14215.289349943032
131,Wage,46168.20733246726
132,Food,4257.187752609464
132,Recreation,6599.828834178132
132,Shelter,11989.077640979687
132,Wage,127379.28168065178
133,Food,5835.020513463045
133,Recreation,4402.613862272299
133,Shelter,11989.077640979687
133,Wage,55033.534064958236
134,Food,3883.5731346032785
134,Recreation,1721.8287239873832
134,Shelter,9849.627415645124
134,Wage,77731.22350006856
135,Food,6872.418776911317
135,Recreation,9094.300325660295
135,Shelter,12707.958505332435
135,Wage,51813.88243810258
136,Food,6319.598648623559
136,Recreation,5179.3286929976375
136,Shelter,11989.077640979687
136,Wage,124651.30672921333
137,Food,4100.157600404437
137,Recreation,5722.012883272806
137,Shelter,10546.677971213854
137,Wage,32281.021669935413
138,Food,6467.798623495027
138,Recreation,6012.434030852532
138,Shelter,16024.086363475757
138,Wage,54559.64249265487
139,Food,6098.129362090148
139,Recreation,5669.731669135984
139,Shelter,20220.145721031022
139,Wage,62001.622936853266
140,Food,4446.288565778239
140,Recreation,4067.231087755124
140,Shelter,9849.627415645124
140,Wage,147777.58553405572
141,Food,6629.453352190725
141,Recreation,6896.014638841283
141,RentAdjustment,802.8790585705765
141,Shelter,13211.615560010086
141,Wage,49920.377336196936
142,Food,64.70061340526479
142,Wage,2844.6523783293396
143,Food,3711.6171967242394
143,Recreation,10331.022904355146
143,Shelter,9849.627415645124
143,Wage,77028.29955928575
144,Food,6030.108408908955
144,Recreation,6401.817458912364
144,Shelter,12026.743692248549
144,Wage,53623.928912840325
145,Food,4361.311042758591
145,Recreation,10427.417453867434
145,Shelter,9970.853599222293
145,Wage,32783.22679008269
146,Food,6204.383754741241
146,Recreation,6319.349238651202
146,Shelter,12026.743692248549
146,Wage,53753.84089663937
147,Food,4232.884446774438
147,Recreation,8207.12546981472
147,Shelter,12026.743692248549
147,Wage,52542.850702231895
148,Food,4412.004544967856
148,Recreation,4207.747524277969
148,Shelter,9849.627415645124
148,Wage,145304.0854025695
149,Food,6940.10783479201
149,Recreation,8671.611084916116
149,Shelter,9970.853599222293
149,Wage,29709.9215050409
150,Food,4361.2887870731965
150,Recreation,4864.117104545091
150,Shelter,9849.627415645124
150,Wage,135709.71177055858
151,Food,5098.001105358596
151,Recreation,5662.922058063127
151,Shelter,9849.627415645124
151,Wage,55487.34928218123
152,Food,6470.640717155658
152,Recreation,3794.981302214385
152,Shelter,12143.792292659728
152,Wage,52026.10882328192
153,Food,8064.142585833973
153,Recreation,7301.398879866502
153,Shelter,14170.690614584975
153,Wage,43230.942824055404
154,Food,58.59960249925247
154,Wage,2595.0183924205967
155,Food,4901.246331299157
155,Recreation,8291.04253317064
155,Shelter,9849.627415645124
155,Wage,168867.94842979926
156,Food,5894.841823245522
156,Recreation,6349.994921442475
156,Shelter,12174.5952833933
156,Wage,50978.30411244348
157,Food,4306.827860567021
157,Recreation,2090.1695212814802
157,Shelter,9861.721577152235
157,Wage,167483.6021603661
158,Food,5584.491037263396
158,Recreation,5821.915943555082
158,Shelter,12290.543809901807
158,Wage,111943.9204428823
159,Food,3883.6909431472077
159,Recreation,2821.168285813324
159,Shelter,9861.721577152235
159,Wage,76723.7569719632
160,Food,4335.566666246897
160,Recreation,4054.3098986909026
160,Shelter,9879.933961539416
160,Wage,130952.16151229363
161,Food,41.04097438820384
161,Wage,2678.7842608254273
162,Food,4664.394122795968
162,Recreation,8892.907239279351
162,Shelter,12407.151643584877
162,Wage,38506.26847567
163,Food,3908.0496550270705
163,Recreation,7720.990690502823
163,Shelter,9879.933961539416
163,Wage,76704.0996342514
164,Food,8155.830513151849
164,Recreation,7330.901215182334
164,Shelter,19576.378418769535
164,Wage,69228.03559393264
165,Food,5798.428461979056
165,Recreation,6348.917716967993
165,Shelter,17937.698013013036
165,Wage,91662.01150498573
166,Food,6169.893691837103
166,Recreation,6118.8363709769255
166,Shelter,12290.543809901807
166,Wage,50425.15122720578
167,Food,6339.291355739267
167,Recreation,8274.429442418656
167,Shelter,17699.57049874757
167,Wage,50156.66506770027
168,Food,5891.638275283332
168,Recreation,3218.7319458664333
168,Shelter,5574.439594582357
168,Wage,96572.81781668897
169,Food,6531.526018578246
169,Recreation,4972.001449463131
169,Shelter,5618.332819736549
169,Wage,49487.35981867518
170,Food,4059.0089510265993
170,Recreation,4771.926072910821
170,Shelter,5602.5413490776255
170,Wage,129199.57619019788
171,Food,4206.24553043162
171,Recreation,3335.7745424751474
171,Shelter,5602.5413490776255
171,Wage,53495.3906339242
172,Food,6410.070735616779
172,Recreation,5554.68124540862
172,Shelter,5764.6435702505205
172,Wage,91434.10429504371
173,Food,6081.135365545193
173,Recreation,5488.108624978475
173,RentAdjustment,507.27480347472095
173,Shelter,8623.671659070256
173,Wage,88663.04194682259
174,Food,8191.871864822771
174,Recreation,5229.425801666514
174,Shelter,6744.925598694138
174,Wage,28925.159845523933
175,Food,4082.6877427321137
175,Recreation,5160.009887699494
175,Shelter,5764.6435702505205
175,Wage,49095.75176766463
176,Food,7508.54176705166
176,Recreation,6947.952757976187
176,Shelter,8149.508803628273
176,Wage,51664.713018389375
177,Food,5924.785257237039
177,Recreation,4873.973855665935
177,Shelter,5808.536795404712
177,Wage,48392.414200353276
178,Food,3937.6069161391933
178,Recreation,133.26658080900557
178,RentAdjustment,757.1581339098083
178,Shelter,6814.423205188275
178,Wage,59244.87861109982
179,Food,6119.727797285713
179,Recreation,10154.88140854497
179,Shelter,9173.684057226083
179,Wage,34220.1097794398
180,Food,4556.890092126124
180,Recreation,65.1542478435931
180,Shelter,8116.396855595535
180,Wage,49923.936882084265
181,Food,4418.561693627792
181,Recreation,7337.267265177583
181,Shelter,7242.382150441644
181,Wage,28483.7665359991
182,Food,4197.988221120991
182,Recreation,5812.540225040838
182,Shelter,8864.152582786493
182,Wage,31454.586441859476
183,Food,4366.525754124414
183,Recreation,260.7533697653162
183,RentAdjustment,189.28953347745207
183,Shelter,6246.554604755918
183,Wage,160527.71441118082
184,Food,4451.021073635507
184,Recreation,8142.158523918798
184,Shelter,9085.897606917699
184,Wage,34807.54635506762
185,Food,4264.678207756594
185,Recreation,80.69431077057578
185,Shelter,6057.265071278466
185,Wage,76488.29779844316
186,Food,6644.208906143403
186,Recreation,248.15379445606044
186,RentAdjustment,1094.014359342573
186,Shelter,6928.757609169629
186,Wage,66061.1827135203
187,Food,4500.514064353645
187,RentAdjustment,364.671453114191
187,Shelter,6199.414702941247
187,Wage,48615.45238446434
188,Food,6164.248346963584
188,Recreation,398.8797839618713
188,RentAdjustment,823.2975600874963
188,Shelter,5214.217880554143
188,Wage,96969.51597497184
189,Food,4394.507750807663
189,RentAdjustment,274.43252002916546
189,Shelter,4665.352840495812
189,Wage,149874.87070236864
190,Food,6270.198111172792
190,Recreation,5448.721298491932
190,Shelter,5867.061095610301
190,Wage,96692.76184191972
191,Food,5744.974236838138
191,Recreation,3174.6439435325497
191,Shelter,5867.061095610301
191,Wage,48098.26360226809
192,Food,4466.98282096155
192,Recreation,22.80410692377562
192,RentAdjustment,91.47750667638849
192,Shelter,4482.397827143036
192,Wage,75203.81074273982
193,Food,4014.036812359355
193,Recreation,908.4338920415562
193,RentAdjustment,988.9125431611901
193,Shelter,6263.112773354204
193,Wage,86523.63355694966
194,Food,4096.964425632202
194,Recreation,31.905780445832058
194,Shelter,4390.920320466647
194,Wage,129063.08264048511
195,Food,4358.060947098835
195,Recreation,19.962645211304103
195,RentAdjustment,329.6375143870634
195,Shelter,5603.837744580078
195,Wage,152305.38563896052
196,Food,5095.971767165206
196,Recreation,4850.08620728363
196,Shelter,5954.847545918685
196,Wage,39185.7473176562
197,Food,8153.607409542044
197,Recreation,4862.566631836153
197,Shelter,10168.5971607211
197,Wage,37833.30207838602
198,Food,4341.646096269482
198,Recreation,36.36625551603676
198,RentAdjustment,109.87917146235446
198,Shelter,5384.079401655369
198,Wage,124531.5988847045
199,Food,5847.705010130619
199,Recreation,5124.9680856938785
199,Shelter,6013.371846124275
199,Wage,48192.565373977064
200,Food,4352.494822395032
200,Recreation,21.77732843120517
200,Shelter,5274.200230193014
200,Wage,149596.37487210572
201,Food,4193.293100714865
201,RentAdjustment,121.55715103806368
201,Shelter,5956.3004008651205
201,Wage,73433.53585443826
202,Food,4384.879742277999
202,Recreation,8388.037640223361
202,Shelter,10110.072860515511
202,Wage,41118.01463586216
203,Food,6858.246912294087
203,Recreation,7442.479012521792
203,Shelter,7791.542187082893
203,Wage,35105.84072594126
204,Food,4506.639635336004
204,Shelter,5834.743249827056
204,Wage,47568.01044541765
205,Food,4084.1441349552624
205,Recreation,4055.708077574578
205,Shelter,5602.5413490776255
205,Wage,73382.89587360127
206,Food,6171.009387219298
206,Recreation,6394.08275747359
206,Shelter,6028.002921175672
206,Wage,46555.72744245654
207,Food,4208.698029356279
207,Recreation,206.55811429191095
207,RentAdjustment,848.0344081259951
207,Shelter,5370.88458479797
207,Wage,67906.50484695981
208,Food,4017.47695844647
208,Recreation,5464.409129934966
208,Shelter,6071.896146329864
208,Wage,46094.27440884061
209,Food,4146.119563343826
209,Recreation,16.562206150130244
209,RentAdjustment,282.6781360419984
209,Shelter,4805.528312713973
209,Wage,72742.46169380861
210,Food,6810.599521723938
210,Recreation,6538.888205657911
210,Shelter,8017.8291281656975
210,Wage,28101.682906379592
211,Food,4486.397521411147
211,Recreation,15.87211422720815
211,RentAdjustment,94.2260453473328
211,Shelter,4617.076222019307
211,Wage,124571.1448586078
212,Food,4934.798578906988
212,Recreation,11917.46706877152
212,Shelter,6935.129574362302
212,Wage,28895.601527473034
213,Food,3967.765879371688
213,Recreation,233.8148042228591
213,RentAdjustment,630.3554834643652
213,Shelter,5673.199351179287
213,Wage,52567.92536985276
214,Food,4475.228295309916
214,RentAdjustment,157.5888708660913
214,Shelter,5200.432738581013
214,Wage,70948.75986223467
215,Food,3965.870952981812
215,Recreation,15.78745863953697
215,Shelter,5042.8438677149215
215,Wage,121556.63362923411
216,Food,4507.283243629548
216,Recreation,18.717519887877174
216,Shelter,4522.850176671975
216,Wage,71031.53165326237
217,Food,3807.7449788578174
217,Recreation,8860.65459473538
217,Shelter,8807.907180941149
217,Wage,30566.43573984813
218,Food,5969.317055735483
218,Recreation,9489.026453590699
218,Shelter,8375.130071317408
218,Wage,27803.095805680343
219,Food,6155.705329634085
219,Recreation,243.49004180732814
219,RentAdjustment,515.7453955617534
219,Shelter,4641.70856005578
219,Wage,35514.57306699605
220,Food,6624.733242128087
220,Recreation,7468.885729702228
220,Shelter,10768.471237828386
220,Wage,78392.26121750055
221,Food,5671.010639788622
221,Recreation,4501.11426579156
221,RentAdjustment,436.25633098825983
221,Shelter,7416.357626800417
221,Wage,43770.83055703042
222,Food,6468.762234609611
222,Recreation,4547.451870202184
222,Shelter,6188.944746741042
222,Wage,45746.21630537404
223,Food,4508.379882688106
